FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
151029;0000;8,57014;;;
151030;0000;14,0688;;;
151031;0000;10,7496;;;
151101;0000;10,5572;;;
151102;0000;10,8419;;;
151103;0000;10,3149;;;
151104;0000;13,2605;;;
151105;0000;11,6785;;;
151106;0000;11,5072;;;
151107;0000;8,79828;;;
151108;0000;10,0737;;;
151109;0000;10,7279;;;
151110;0000;10,4461;;;
151111;0000;7,40495;;;
151112;0000;10,1461;;;
151113;0000;8,10315;;;
151114;0000;8,95103;;;
151115;0000;10,3109;;;
151116;0000;9,83472;;;
151117;0000;9,88521;;;
151118;0000;8,65323;;;
151119;0000;7,83385;;;
151120;0000;5,14345;;;
151121;0000;3,82158;;;
151122;0000;2,74204;;;
151123;0000;4,66791;;;
151124;0000;5,28339;;;
151125;0000;5,35483;;;
151126;0000;2,30883;;;
151127;0000;3,0437;;;
151128;0000;6,72711;;;
151129;0000;8,2339;;;
151130;0000;8,24361;;;
151201;0000;6,43491;;;
151202;0000;4,84679;;;
151203;0000;5,9827;;;
151204;0000;4,3697;;;
151205;0000;4,42116;;;
151206;0000;2,96975;;;
151207;0000;2,87246;;;
151208;0000;2,25146;;;
151209;0000;4,27349;;;
151210;0000;4,60908;;;
151211;0000;6,11829;;;
151212;0000;5,46424;;;
151213;0000;2,11025;;;
151214;0000;2,88833;;;
151215;0000;3,35387;;;
151216;0000;3,64029;;;
151217;0000;2,74304;;;
151218;0000;2,43071;;;
151219;0000;4,75928;;;
151220;0000;5,12936;;;
151221;0000;5,31578;;;
151222;0000;5,74999;;;
151223;0000;3,53636;;;
151224;0000;5,84728;;;
151225;0000;4,82079;;;
151226;0000;5,54241;;;
151227;0000;5,41266;;;
151228;0000;5,32707;;;
151229;0000;2,63231;;;
151230;0000;2,83737;;;
151231;0000;4,67412;;;
160101;0000;3,87166;;;
160102;0000;2,97558;;;
160103;0000;4,62466;;;
160104;0000;6,52207;;;
160105;0000;6,26595;;;
160106;0000;4,50037;;;
160107;0000;4,77541;;;
160108;0000;3,15383;;;
160109;0000;2,84612;;;
160110;0000;1,542;;;
160111;0000;2,94258;;;
160112;0000;3,02295;;;
160113;0000;4,49329;;;
160114;0000;3,18128;;;
160115;0000;2,93255;;;
160116;0000;4,10812;;;
160117;0000;5,51091;;;
160118;0000;8,69107;;;
160119;0000;5,82045;;;
160120;0000;4,40916;;;
160121;0000;5,24212;;;
160122;0000;3,5247;;;
160123;0000;4,36707;;;
160124;0000;2,37837;;;
160125;0000;3,94462;;;
160126;0000;;;;
160127;0000;4,58941;;;
160128;0000;4,93433;;;
160129;0000;;;2,57166;
160130;0000;;;1;
160131;0000;;;1,07896;
160201;0000;;;3,28883;
160202;0000;6,59303;;;
160203;0000;5,31099;;;
160204;0000;6,44762;;;
160205;0000;5,94891;;;
160206;0000;6,39891;;;
160207;0000;5,04565;;;
160208;0000;6,22303;;;
160209;0000;7,66168;;;
160210;0000;7,33207;;;
160211;0000;6,73078;;;
160212;0000;6,09078;;;
160213;0000;7,59328;;;
160214;0000;6,96866;;;
160215;0000;7,26415;;;
160216;0000;9,21344;;;
160217;0000;9,01169;;;
160218;0000;6,22766;;;
160219;0000;9,10861;;;
160220;0000;12,6017;;;
160221;0000;15,8325;;;
160222;0000;20,5545;;;
160223;0000;14,3327;;;
160224;0000;11,7116;;;
160225;0000;10,6966;;;
160226;0000;10,1842;;;
160227;0000;10,2839;;;
160228;0000;8,33011;;;
160229;0000;9,71048;;;
160301;0000;10,5628;;;
160302;0000;8,53424;;;
160303;0000;9,6524;;;
160304;0000;9,11319;;;
160305;0000;9,54828;;;
160306;0000;10,3958;;;
160307;0000;12,2614;;;
160308;0000;8,02531;;;
160309;0000;8,3277;;;
160310;0000;9,35452;;;
160311;0000;8,70711;;;
160312;0000;7,63749;;;
160313;0000;6,35783;;;
160314;0000;5,4343;;;
160315;0000;5,02095;;;
160316;0000;6,83703;;;
160317;0000;5,62699;;;
160318;0000;6,58803;;;
160319;0000;5,72974;;;
160320;0000;10,5194;;;
160321;0000;8,24266;;;
160322;0000;8,13753;;;
160323;0000;7,90507;;;
160324;0000;8,65123;;;
160325;0000;10,0718;;;
160326;0000;12,1601;;;
160327;0000;9,6032;;;
160328;0000;10,5744;;;
160329;0000;11,7834;;;
160330;0000;11,806;;;
160331;0000;8,21298;;;
160401;0000;13,0729;;;
160402;0000;9,35269;;;
160403;0000;7,7429;;;
160404;0000;7,06495;;;
160405;0000;;6,06478;;
160406;0000;;3,72908;;
160407;0000;5,97033;;;
160408;0000;7,30041;;;
160409;0000;7,5269;;;
160410;0000;6,41345;;;
160411;0000;6,9842;;;
160412;0000;8,11282;;;
160413;0000;8,03015;;;
160414;0000;7,83049;;;
160415;0000;8,90236;;;
160416;0000;7,01612;;;
160417;0000;7,01112;;;
160418;0000;5,25262;;;
160419;0000;5,24666;;;
160420;0000;5,25033;;;
160421;0000;5,53095;;;
160422;0000;11,207;;;
160423;0000;6,12428;;;
160424;0000;9,17769;;;
160425;0000;10,2794;;;
160426;0000;8,10078;;;
160427;0000;14,5606;;;
160428;0000;11,2807;;;
160429;0000;11,0905;;;
160430;0000;16,3705;;;
160501;0000;16,6604;;;
160502;0000;14,5206;;;
160503;0000;15,7735;;;
160504;0000;17,7775;;;
160505;0000;14,6188;;;
160506;0000;10,353;;;
160507;0000;12,0784;;;
160508;0000;9,88344;;;
160509;0000;7,32153;;;
160510;0000;10,9169;;;
160511;0000;9,11673;;;
160512;0000;9,49268;;;
160513;0000;14,9333;;;
160514;0000;15,9257;;;
160515;0000;6,75449;;;
160516;0000;8,51836;;;
160517;0000;8,2059;;;
160518;0000;8,36832;;;
160519;0000;8,04211;;;
160520;0000;7,89991;;;
160521;0000;9,30615;;;
160522;0000;10,7664;;;
160523;0000;14,4738;;;
160524;0000;14,8429;;;
160525;0000;11,9218;;;
160526;0000;11,3962;;;
160527;0000;10,0179;;;
160528;0000;7,77378;;;
160529;0000;10,1011;;;
160530;0000;12,8557;;;
160531;0000;10,8197;;;
160601;0000;12,6766;;;
160602;0000;12,3423;;;
160603;0000;14,0482;;;
160604;0000;12,4091;;;
160605;0000;8,93047;;;
160606;0000;9,43602;;;
160607;0000;10,9122;;;
160608;0000;11,5162;;;
160609;0000;14,9848;;;
160610;0000;15,53;;;
160611;0000;19,9608;;;
160612;0000;15,7631;;;
160613;0000;20,081;;;
160614;0000;17,817;;;
160615;0000;13,2463;;;
160616;0000;15,1109;;;
160617;0000;19,3316;;;
160618;0000;21,7229;;;
160619;0000;15,5488;;;
160620;0000;10,7181;;;
160621;0000;14,7133;;;
160622;0000;14,8343;;;
160623;0000;16,9632;;;
160624;0000;20,2796;;;
160625;0000;9,73936;;;
160626;0000;14,971;;;
160627;0000;14,0155;;;
160628;0000;22,3162;;;
160629;0000;15,8604;;;
160630;0000;16,0178;;;
160701;0000;19,7287;;;
160702;0000;12,9713;;;
160703;0000;5,53699;;;
160704;0000;8,05165;;;
160705;0000;9,50208;;;
160706;0000;10,6346;;;
160707;0000;17,4004;;;
160708;0000;18,775;;;
160709;0000;17,1066;;;
160710;0000;12,5336;;;
160711;0000;11,3953;;;
160712;0000;10,6141;;;
160713;0000;8,19237;;;
160714;0000;6,87286;;;
160715;0000;8,06516;;;
160716;0000;6,43162;;;
160717;0000;16,3759;;;
160718;0000;10,4524;;;
160719;0000;9,70845;;;
160720;0000;11,0302;;;
160721;0000;14,6606;;;
160722;0000;21,4237;;;
160723;0000;17,9287;;;
160724;0000;15,9238;;;
160725;0000;12,9386;;;
160726;0000;8,57835;;;
160727;0000;12,0129;;;
160728;0000;10,7021;;;
160729;0000;13,1736;;;
160730;0000;20,275;;;
160731;0000;12,9164;;;
160801;0000;13,402;;;
160802;0000;17,1673;;;
160803;0000;13,5215;;;
160804;0000;12,0254;;;
160805;0000;15,2979;;;
160806;0000;12,0594;;;
160807;0000;10,8328;;;
160808;0000;8,9227;;;
160809;0000;9,1454;;;
160810;0000;11,2104;;;
160811;0000;8,64445;;;
160812;0000;9,50798;;;
160813;0000;8,39319;;;
160814;0000;9,00465;;;
160815;0000;9,85428;;;
160816;0000;17,093;;;
160817;0000;11,2334;;;
160818;0000;9,72063;;;
160819;0000;10,4212;;;
160820;0000;15,5979;;;
160821;0000;12,5284;;;
160822;0000;10,6771;;;
160823;0000;10,1831;;;
160824;0000;13,0942;;;
160825;0000;6,42999;;;
160826;0000;6,4172;;;
160827;0000;5,91112;;;
160828;0000;6,56966;;;
160829;0000;;5,80233;;
160830;0000;;12,4065;;
160831;0000;;14,3025;;
160901;0000;12,2196;;;
160902;0000;6,90583;;;
160903;0000;6,38483;;;
160904;0000;7,07845;;;
160905;0000;11,6386;;;
160906;0000;15,0005;;;
160907;0000;14,0131;;;
160908;0000;12,1662;;;
160909;0000;12,9086;;;
160910;0000;13,4489;;;
160911;0000;9,68925;;;
160912;0000;8,53284;;;
160913;0000;6,12758;;;
160914;0000;11,8704;;;
160915;0000;9,72874;;;
160916;0000;10,684;;;
160917;0000;10,1498;;;
160918;0000;12,4587;;;
160919;0000;14,9279;;;
160920;0000;15,375;;;
160921;0000;13,4487;;;
160922;0000;12,0522;;;
160923;0000;8,1608;;;
160924;0000;8,59625;;;
160925;0000;5,83087;;;
160926;0000;7,47952;;;
160927;0000;9,85971;;;
160928;0000;11,1198;;;
160929;0000;8,08733;;;
160930;0000;6,93842;;;
161001;0000;7,5505;;;
161002;0000;4,37704;;;
161003;0000;6,16988;;;
161004;0000;4,69783;;;
161005;0000;9,66104;;;
161006;0000;6,14037;;;
161007;0000;4,25188;;;
161008;0000;4,05304;;;
161009;0000;3,6835;;;
161010;0000;6,01321;;;
161011;0000;7,77766;;;
161012;0000;8,43208;;;
161013;0000;7,95035;;;
161014;0000;10,7716;;;
161015;0000;7,79725;;;
161016;0000;4,35121;;;
161017;0000;5,00784;;;
161018;0000;6,38992;;;
161019;0000;;;;
161020;0000;;;;
161021;0000;7,35587;;;
161022;0000;9,17958;;;
161023;0000;5,2245;;;
161024;0000;5,47633;;;
161025;0000;6,07125;;;
161026;0000;7,742;;;
161027;0000;7,29942;;;
161028;0000;6,0023;;;
161029;0000;6,98454;;;
161030;0000;6,64034;;;
161031;0000;5,892;;;
161101;0000;4,74404;;;
161102;0000;5,83621;;;
161103;0000;7,93075;;;
161104;0000;7,23454;;;
161105;0000;8,67821;;;
161106;0000;6,46484;;;
161107;0000;5,32992;;;
161108;0000;3,68412;;;
161109;0000;4,26087;;;
161110;0000;3,84138;;;
161111;0000;7,96562;;;
161112;0000;6,65575;;;
161113;0000;3,49063;;;
161114;0000;4,98158;;;
161115;0000;7,31446;;;
161116;0000;5,28516;;;
161117;0000;7,31963;;;
161118;0000;10,9526;;;
161119;0000;8,63326;;;
161120;0000;6,64;;;
161121;0000;5,93921;;;
161122;0000;5,8795;;;
161123;0000;5,47892;;;
161124;0000;4,41904;;;
161125;0000;4,42062;;;
161126;0000;3,43513;;;
161127;0000;3,80417;;;
161128;0000;6,15442;;;
161129;0000;6,76691;;;
161130;0000;7,49175;;;
161201;0000;6,43608;;;
161202;0000;6,21062;;;
161203;0000;3,52221;;;
161204;0000;5,40559;;;
161205;0000;5,39687;;;
161206;0000;4,79779;;;
161207;0000;4,88963;;;
161208;0000;4,00462;;;
161209;0000;2,13233;;;
161210;0000;2,12729;;;
161211;0000;3,38433;;;
161212;0000;6,18329;;;
161213;0000;5,00179;;;
161214;0000;6,22533;;;
161215;0000;5,15583;;;
161216;0000;5,73354;;;
161217;0000;5,13959;;;
161218;0000;5,51771;;;
161219;0000;7,89567;;;
161220;0000;8,46738;;;
161221;0000;7,81617;;;
161222;0000;7,73296;;;
161223;0000;7,48996;;;
161224;0000;6,02991;;;
161225;0000;4,48925;;;
161226;0000;;;;
161227;0000;3,16592;;;
161228;0000;6,18242;;;
161229;0000;5,73683;;;
161230;0000;3,96071;;;
161231;0000;11,32;;;
170101;0000;11,0674;;;
170102;0000;3,56113;;;
170103;0000;3,01729;;;
170104;0000;3,75838;;;
170105;0000;6,94738;;;
170106;0000;;;;
170107;0000;;;;
170108;0000;;;;
170109;0000;3,17838;;;
170110;0000;4,18667;;;
170111;0000;4,08671;;;
170112;0000;3,21467;;;
170113;0000;3,17333;;;
170114;0000;5,66942;;;
170115;0000;4,55988;;;
170116;0000;3,92404;;;
170117;0000;3,56237;;;
170118;0000;2,24163;;;
170119;0000;2,04013;;;
170120;0000;3,05088;;;
170121;0000;4,35313;;;
170122;0000;7,33446;;;
170123;0000;9,10454;;;
170124;0000;9,48045;;;
170125;0000;11,4037;;;
170126;0000;11,2766;;;
170127;0000;12,0644;;;
170128;0000;7,68083;;;
170129;0000;10,8545;;;
170130;0000;9,27;;;
170131;0000;8,79962;;;
170201;0000;11,5485;;;
170202;0000;10,3878;;;
170203;0000;10,0692;;;
170204;0000;8,69354;;;
170205;0000;5,92059;;;
170206;0000;5,22483;;;
170207;0000;6,09221;;;
170208;0000;6,62563;;;
170209;0000;8,29587;;;
170210;0000;9,43755;;;
170211;0000;9,08154;;;
170212;0000;7,32088;;;
170213;0000;5,95663;;;
170214;0000;11,7455;;;
170215;0000;10,1794;;;
170216;0000;5,03538;;;
170217;0000;5,06842;;;
170218;0000;4,57283;;;
170219;0000;3,55904;;;
170220;0000;5,45875;;;
170221;0000;6,88508;;;
170222;0000;7,44725;;;
170223;0000;4,77412;;;
170224;0000;8,78421;;;
170225;0000;11,0501;;;
170226;0000;8,69971;;;
170227;0000;7,91083;;;
170228;0000;4,12862;;;
170301;0000;3,39321;;;
170302;0000;3,09683;;;
170303;0000;6,47679;;;
170304;0000;;;;
170305;0000;;;;
170306;0000;7,58746;;;
170307;0000;6,77258;;;
170308;0000;8,01163;;;
170309;0000;9,01208;;;
170310;0000;10,231;;;
170311;0000;11,598;;;
170312;0000;8,51213;;;
170313;0000;11,8242;;;
170314;0000;14,7226;;;
170315;0000;13,1524;;;
170316;0000;10,5395;;;
170317;0000;8,73476;;;
170318;0000;6,76571;;;
170319;0000;8,58145;;;
170320;0000;11,2447;;;
170321;0000;7,72046;;;
170322;0000;8,25204;;;
170323;0000;10,7449;;;
170324;0000;8,36946;;;
170325;0000;6,19354;;;
170326;0000;6,21;;;
170327;0000;8,58109;;;
170328;0000;10,1405;;;
170329;0000;8,36891;;;
170330;0000;7,02042;;;
170331;0000;;;8,60052;
170401;0000;;;1,15038;
170402;0000;;;1,06388;
170403;0000;;;1,06146;
170404;0000;;;3,07323;
170405;0000;7,83442;;;
170406;0000;7,96622;;;
170407;0000;7,97688;;;
170408;0000;8,01379;;;
170409;0000;5,82909;;;
170410;0000;8,42767;;;
170411;0000;11,1376;;;
170412;0000;9,496;;;
170413;0000;8,22629;;;
170414;0000;5,43646;;;
170415;0000;5,03958;;;
170416;0000;5,62408;;;
170417;0000;7,80141;;;
170418;0000;6,01796;;;
170419;0000;4,23179;;;
170420;0000;7,81154;;;
170421;0000;9,89987;;;
170422;0000;13,9309;;;
170423;0000;12,9619;;;
170424;0000;14,6194;;;
170425;0000;9,68883;;;
170426;0000;11,3872;;;
170427;0000;15,4887;;;
170428;0000;14,9812;;;
170429;0000;19,2395;;;
170430;0000;21,4088;;;
170501;0000;24;;;
170502;0000;17;;;
170503;0000;9;;;
170504;0000;13;;;
170505;0000;13;;;
170506;0000;11;;;
170507;0000;9;;;
170508;0000;10;;;
170509;0000;10;;;
170510;0000;10;;;
170511;0000;6;;;
170512;0000;13;;;
170513;0000;4;;;
170514;0000;5;;;
170515;0000;7;;;
170516;0000;14;;;
170517;0000;7;;;
170518;0000;3;;;
170519;0000;7;;;
170520;0000;7;;;
170521;0000;8;;;
170522;0000;16;;;
170523;0000;14;;;
170524;0000;13;;;
170525;0000;8;;;
170526;0000;7;;;
170527;0000;9;;;
170528;0000;11;;;
170529;0000;11;;;
170530;0000;9;;;
170531;0000;12;;;
170601;0000;21;;;
170602;0000;23;;;
170603;0000;14;;;
170604;0000;8;;;
170605;0000;14;;;
170606;0000;15;;;
170607;0000;;;;
170608;0000;;;;
170609;0000;14;;;
170610;0000;21;;;
170611;0000;23;;;
170612;0000;20;;;
170613;0000;13;;;
170614;0000;10;;;
170615;0000;10;;;
170616;0000;9;;;
170617;0000;10;;;
170618;0000;6;;;
170619;0000;8;;;
170620;0000;18;;;
170621;0000;23;;;
170622;0000;15;;;
170623;0000;14;;;
170624;0000;13;;;
170625;0000;26;;;
170626;0000;9;;;
170627;0000;6;;;
170628;0000;3;;;
170629;0000;6;;;
170630;0000;9;;;
170701;0000;16;;;
170702;0000;19;;;
170703;0000;15;;;
170704;0000;11;;;
170705;0000;11;;;
170706;0000;7;;;
170707;0000;13;;;
170708;0000;15;;;
170709;0000;13;;;
170710;0000;21;;;
170711;0000;16;;;
170712;0000;13;;;
170713;0000;15;;;
170714;0000;;;;
170715;0000;8;;;
170716;0000;6;;;
170717;0000;10;;;
170718;0000;12;;;
170719;0000;13;;;
170720;0000;19;;;
170721;0000;13;;;
170722;0000;17;;;
170723;0000;12;;;
170724;0000;11;;;
170725;0000;12;;;
170726;0000;10;;;
170727;0000;10;;;
170728;0000;13;;;
170729;0000;13;;;
170730;0000;14;;;
170731;0000;14;;;
170801;0000;14;;;
170802;0000;9;;;
170803;0000;10;;;
170804;0000;9;;;
170805;0000;9;;;
170806;0000;11;;;
170807;0000;8;;;
170808;0000;9;;;
170809;0000;11;;;
170810;0000;10;;;
170811;0000;8;;;
170812;0000;7;;;
170813;0000;7;;;
170814;0000;7;;;
170815;0000;8;;;
170816;0000;6;;;
170817;0000;8;;;
170818;0000;11;;;
170819;0000;7;;;
170820;0000;7;;;
170821;0000;11;;;
170822;0000;13;;;
170823;0000;11;;;
170824;0000;8;;;
170825;0000;6;;;
170826;0000;7;;;
170827;0000;5;;;
170828;0000;5;;;
170829;0000;6;;;
170830;0000;7;;;
170831;0000;9;;;
170901;0000;6;;;
170902;0000;4;;;
170903;0000;3;;;
170904;0000;6;;;
170905;0000;8;;;
170906;0000;10;;;
170907;0000;10;;;
170908;0000;7;;;
170909;0000;2;;;
170910;0000;4;;;
170911;0000;7;;;
170912;0000;4;;;
170913;0000;4;;;
170914;0000;5;;;
170915;0000;6;;;
170916;0000;12;;;
170917;0000;12;;;
170918;0000;12;;;
170919;0000;6;;;
170920;0000;7;;;
170921;0000;;;;
170922;0000;5;;;
170923;0000;10;;;
170924;0000;9;;;
170925;0000;7;;;
170926;0000;5;;;
170927;0000;10;;;
170928;0000;13;;;
170929;0000;10;;;
170930;0000;10;;;
171001;0000;5;;;
171002;0000;7;;;
171003;0000;13;;;
171004;0000;9;;;
171005;0000;8;;;
171006;0000;6;;;
171007;0000;3;;;
171008;0000;5;;;
171009;0000;4;;;
171010;0000;5;;;
171011;0000;7;;;
171012;0000;9;;;
171013;0000;8;;;
171014;0000;11;;;
171015;0000;9;;;
171016;0000;8;;;
171017;0000;8;;;
171018;0000;4;;;
171019;0000;7;;;
171020;0000;6;;;
171021;0000;7;;;
171022;0000;9;;;
171023;0000;7;;;
171024;0000;9;;;
171025;0000;5;;;
171026;0000;2;;;
171027;0000;3;;;
171028;0000;3;;;
171029;0000;2;;;
171030;0000;4;;;
171031;0000;4;;;
171101;0000;5;;;
171102;0000;6;;;
171103;0000;6;;;
171104;0000;4;;;
171105;0000;3;;;
171106;0000;3;;;
171107;0000;1;;;
171108;0000;1;;;
171109;0000;2;;;
171110;0000;5;;;
171111;0000;4;;;
171112;0000;2;;;
171113;0000;4;;;
171114;0000;4;;;
171115;0000;2;;;
171116;0000;3;;;
171117;0000;4;;;
171118;0000;4;;;
171119;0000;7;;;
171120;0000;8;;;
171121;0000;6;;;
171122;0000;7;;;
171123;0000;6;;;
171124;0000;6;;;
171125;0000;4;;;
171126;0000;4;;;
171127;0000;5;;;
171128;0000;7;;;
171129;0000;5;;;
171130;0000;4;;;
171201;0000;6;;;
171202;0000;7;;;
171203;0000;4;;;
171204;0000;6;;;
171205;0000;4;;;
171206;0000;7;;;
171207;0000;6;;;
171208;0000;6;;;
171209;0000;7;;;
171210;0000;7;;;
171211;0000;7;;;
171212;0000;7;;;
171213;0000;7;;;
171214;0000;3;;;
171215;0000;4;;;
171216;0000;6;;;
171217;0000;5;;;
171218;0000;4;;;
171219;0000;3;;;
171220;0000;4;;;
171221;0000;6;;;
171222;0000;6;;;
171223;0000;6;;;
171224;0000;5;;;
171225;0000;4;;;
171226;0000;6;;;
171227;0000;6;;;
171228;0000;4;;;
171229;0000;5;;;
171230;0000;3;;;
171231;0000;6;;;
180101;0000;6;;;
180102;0000;4;;;
180103;0000;6;;;
180104;0000;6;;;
180105;0000;7;;;
180106;0000;6;;;
180107;0000;6;;;
180108;0000;4;;;
180109;0000;4;;;
180110;0000;3;;;
180111;0000;3;;;
180112;0000;5;;;
180113;0000;5;;;
180114;0000;4;;;
180115;0000;3;;;
180116;0000;4;;;
180117;0000;6;;;
180118;0000;5;;;
180119;0000;6;;;
180120;0000;4;;;
180121;0000;4;;;
180122;0000;4;;;
180123;0000;5;;;
180124;0000;5;;;
180125;0000;6;;;
180126;0000;7;;;
180127;0000;8;;;
180128;0000;7;;;
180129;0000;8;;;
180130;0000;5;;;
180131;0000;5;;;
180201;0000;7;;;
180202;0000;;;;
180203;0000;6;;;
180204;0000;8;;;
180205;0000;6;;;
180206;0000;5;;;
180207;0000;6;;;
180208;0000;3;;;
180209;0000;2;;;
180210;0000;4;;;
180211;0000;9;;;
180212;0000;8;;;
180213;0000;8;;;
180214;0000;9;;;
180215;0000;11;;;
180216;0000;7;;;
180217;0000;6;;;
180218;0000;3;;;
180219;0000;2;;;
180220;0000;6;;;
180221;0000;5;;;
180222;0000;8;;;
180223;0000;8;;;
180224;0000;7;;;
180225;0000;5;;;
180226;0000;;;;
180227;0000;;;;
180228;0000;9;;;
180301;0000;6;;;
180302;0000;8;;;
180303;0000;7;;;
180304;0000;8;;;
180305;0000;10;;;
180306;0000;;;;
180307;0000;14;;;
180308;0000;10;;;
180309;0000;11;;;
180310;0000;10;;;
180311;0000;9;;;
180312;0000;11;;;
180313;0000;12;;;
180314;0000;12;;;
180315;0000;10;;;
180316;0000;10;;;
180317;0000;9;;;
180318;0000;5;;;
180319;0000;6;;;
180320;0000;9;;;
180321;0000;8;;;
180322;0000;9;;;
180323;0000;13;;;
180324;0000;10;;;
180325;0000;10;;;
180326;0000;13;;;
180327;0000;12;;;
180328;0000;10;;;
180329;0000;;;7;
180330;0000;;;1;
180331;0000;;;1;
180401;0000;;;;
180402;0000;;;;
180403;0000;12;;;
180404;0000;9;;;
180405;0000;8;;;
180406;0000;11;;;
180407;0000;11;;;
180408;0000;8;;;
180409;0000;8;;;
180410;0000;6;;;
180411;0000;6;;;
180412;0000;6;;;
180413;0000;6;;;
180414;0000;6;;;
180415;0000;9;;;
180416;0000;9;;;
180417;0000;10;;;
180418;0000;17;;;
180419;0000;13;;;
180420;0000;13;;;
180421;0000;13;;;
180422;0000;13;;;
180423;0000;11;;;
180424;0000;13;;;
180425;0000;11;;;
180426;0000;11;;;
180427;0000;17;;;
180428;0000;14;;;
180429;0000;12;;;
180430;0000;;;;
180501;0000;5;;;
180502;0000;7;;;
180503;0000;11;;;
180504;0000;16;;;
180505;0000;16;;;
180506;0000;;;;
180507;0000;12;;;
180508;0000;7;;;
180509;0000;11;;;
180510;0000;6;;;
180511;0000;10;;;
180512;0000;11;;;
180513;0000;14;;;
180514;0000;13;;;
180515;0000;9;;;
180516;0000;10;;;
180517;0000;9;;;
180518;0000;10;;;
180519;0000;13;;;
180520;0000;17;;;
180521;0000;14;;;
180522;0000;16;;;
180523;0000;15;;;
180524;0000;17;;;
180525;0000;14;;;
180526;0000;17;;;
180527;0000;14;;;
180528;0000;12;;;
180529;0000;13;;;
180530;0000;11;;;
180531;0000;7;;;
180601;0000;9;;;
180602;0000;8;;;
180603;0000;9;;;
180604;0000;10;;;
180605;0000;11;;;
180606;0000;20;;;
180607;0000;17;;;
180608;0000;19;;;
180609;0000;17;;;
180610;0000;15;;;
