Dia - Mes,Temperatura media,Fecha Momento minima,Temperatura minima,Fecha Momento maxima,Temperatura maxima
201230,19.6,141230,14.3,961230,25.2
201231,19.6,021231,14.0,061231,26.3
210101,19.7,130101,14.9,070101,27.7
210102,19.6,030102,14.9,070102,25.0
210103,19.8,970103,15.0,980103,25.1
210104,19.8,930104,15.0,980104,25.5
210105,20.0,030105,14.8,170105,26.8
210106,20.1,940106,15.0,200106,27.5
210107,20.0,130107,14.6,980107,27.9
210108,20.1,130108,14.7,140108,27.2
210109,20.0,110109,14.9,140109,26.5
210110,20.0,960110,14.5,950110,25.9
210111,20.0,110111,15.0,050111,26.7
210112,20.0,950112,15.0,980112,26.0
210113,20.1,120113,15.1,950113,26.6
210114,20.2,990114,14.7,980114,26.1
210115,20.3,120115,15.0,980115,26.3
210116,20.4,120116,14.7,170116,26.8
210117,20.6,120117,15.3,980117,31.8
210118,20.5,990118,14.0,080118,27.4
210119,20.5,990119,14.7,170119,28.6
210120,20.5,110120,14.5,170120,27.7
210121,20.5,990121,14.7,170121,30.3
210122,20.4,960122,15.3,170122,28.3
210123,20.4,090123,15.6,170123,28.4
210124,20.5,020124,13.6,200124,28.3
210125,20.4,090125,15.3,170125,26.1
210126,20.4,020126,14.8,170126,29.3
210127,20.3,050127,15.3,170127,27.5
210128,20.5,070128,15.1,190128,27.2
210129,20.7,070129,14.7,030129,27.3
210130,20.6,970130,15.2,030130,28.2
210131,20.4,050131,13.8,160131,26.4
210201,20.5,050201,12.9,170201,27.0
210202,20.3,050202,12.9,170202,27.6
210203,20.3,050203,14.5,980203,26.0
210204,20.3,050204,14.0,980204,26.0
210205,20.4,970205,14.9,130205,26.0
210206,20.4,120206,14.7,130206,25.9
210207,20.3,050207,14.2,190207,25.6
210208,20.2,050208,14.5,130208,26.1
210209,20.2,000209,14.8,980209,26.8
210210,20.3,.,14.7,980210,26.7
210211,20.3,000211,15.1,120211,25.6
210212,20.2,960212,15.4,120212,27.5
210213,20.2,000213,15.0,010213,25.0
210214,20.2,050214,14.6,060214,26.8
210215,20.3,960215,14.7,060215,26.1
210216,20.3,960216,15.2,100216,25.6
210217,20.1,050217,14.9,010217,25.1
210218,20.1,000218,14.7,090218,25.7
210219,20.1,000219,14.9,150219,29.1
210220,20.1,130220,15.2,980220,25.6
210221,20.1,130221,14.3,980221,27.7
210222,20.1,070222,15.1,160222,28.0
210223,19.9,070223,14.9,170223,27.6
210224,20.0,120224,14.4,170224,27.0
210225,20.0,950225,14.4,170225,27.0
210226,20.0,080226,14.5,170226,27.6
210227,19.9,080227,14.1,170227,27.1
210228,19.9,950228,13.8,170228,25.8
210229,19.3,960229,14.9,160229,24.7
210301,19.7,950301,14.4,980301,25.2
210302,19.6,000302,14.4,970302,26.2
210303,19.7,000303,13.5,.,30.6
210304,19.7,000304,13.6,970304,27.9
210305,19.8,140305,14.0,970305,26.2
210306,19.7,070306,14.9,050306,25.4
210307,19.7,090307,14.7,010307,25.9
210308,19.5,070308,14.6,080308,24.8
210309,19.5,100309,14.7,000309,25.6
210310,19.5,070310,14.5,140310,24.6
210311,19.5,070311,15.0,920311,25.4
210312,19.5,080312,14.4,150312,25.6
210313,19.5,080313,13.9,990313,25.8
210314,19.3,080314,14.0,020314,25.0
210315,19.2,040315,13.5,980315,27.3
210316,19.2,050316,13.7,980316,25.4
210317,19.1,040317,13.4,920317,25.1
210318,19.1,940318,14.4,090318,24.8
210319,19.1,130319,13.5,920319,24.5
210320,18.9,080320,13.9,920320,24.9
210321,19.0,130321,13.9,150321,26.0
210322,18.7,180322,13.3,150322,24.1
210323,18.7,180323,13.7,150323,26.5
210324,18.7,000324,14.0,150324,26.6
210325,18.7,970325,13.6,920325,24.2
210326,18.5,060326,13.6,920326,28.3
210327,18.7,050327,13.2,920327,26.0
210328,18.4,060328,13.1,920328,24.4
210329,18.4,210329,13.2,000329,24.2
210330,18.3,070330,13.2,140330,26.1
210331,18.3,030331,13.0,100331,25.4
210401,18.5,130401,12.9,920401,23.9
210402,18.3,030402,12.9,200402,23.6
210403,18.2,030403,12.2,980403,23.6
210404,17.9,130404,11.9,980404,23.8
210405,17.9,030405,11.8,160405,23.6
210406,17.8,000406,12.3,920406,24.2
210407,17.8,000407,12.3,980407,24.8
210408,17.7,030408,10.0,980408,23.7
210409,17.7,000409,11.1,120409,27.7
210410,17.7,060410,11.5,120410,25.7
210411,17.5,060411,11.5,160411,23.3
210412,17.4,080412,10.9,000412,26.1
210413,17.5,050413,11.0,000413,28.3
210414,17.4,060414,11.4,000414,24.4
210415,17.3,130415,11.3,040415,22.6
210416,17.2,130416,11.1,150416,22.3
210417,17.1,130417,11.6,170417,22.6
210418,17.2,030418,11.5,930418,23.4
210419,17.2,030419,11.2,090419,23.6
210420,16.9,020420,11.4,120420,22.6
210421,16.8,080421,10.9,.,21.8
210422,16.8,000422,11.4,090422,22.8
210423,16.7,080423,11.2,060423,23.2
210424,17.0,130424,11.0,050424,24.7
210425,16.8,130425,11.3,050425,23.9
210426,16.4,960426,11.1,150426,21.4
210427,16.5,130427,10.9,930427,21.5
210428,16.3,960428,10.7,180428,23.7
210429,16.5,100429,10.6,970429,23.4
210430,16.4,010430,9.8,160430,22.5
210501,16.2,010501,9.6,100501,24.1
210502,16.1,010502,9.5,970502,22.1
210503,16.3,080503,8.7,970503,24.2
210504,16.4,080504,9.9,940504,23.3
210505,16.4,080505,11.2,010505,23.9
210506,16.4,000506,10.6,.,23.0
210507,16.4,120507,11.2,970507,26.7
210508,16.0,990508,10.6,970508,22.3
210509,16.1,070509,9.0,920509,21.9
210510,15.9,070510,7.9,170510,25.8
210511,16.0,010511,9.5,170511,25.0
210512,16.0,010512,8.6,170512,27.9
210513,16.1,070513,9.2,920513,22.5
210514,16.0,010514,9.3,000514,23.9
210515,15.7,930515,9.9,970515,22.3
210516,15.8,040516,9.1,970516,22.0
210517,15.6,040517,9.9,970517,21.2
210518,15.6,080518,9.2,970518,21.8
210519,15.7,070519,9.4,.,27.0
210520,15.6,000520,9.9,010520,22.4
210521,15.1,000521,9.5,970521,19.9
210522,15.1,000522,9.0,970522,22.2
210523,15.2,190523,9.5,970523,24.1
210524,15.2,040524,9.2,920524,21.3
210525,15.3,070525,9.4,020525,28.6
210526,15.3,040526,8.1,020526,25.7
210527,15.2,990527,9.0,920527,22.7
210528,15.2,080528,9.5,970528,22.6
210529,15.2,040529,8.2,200529,23.1
210530,15.1,070530,8.9,200530,21.9
210531,14.9,080531,8.3,970531,20.9
210601,14.8,090601,9.1,990601,20.5
210602,14.9,080602,9.1,160602,23.8
210603,14.9,080603,9.9,000603,22.0
210604,15.0,030604,9.5,970604,22.1
210605,14.8,040605,8.1,970605,20.7
210606,14.7,200605,9.5,920606,20.4
210607,14.6,040607,9.3,970607,21.0
210608,14.4,040608,7.7,970608,21.2
210609,14.3,140609,7.6,970609,21.3
210610,14.7,990610,8.8,970610,23.5
210611,14.8,140611,8.5,970611,20.7
210612,14.7,990612,8.9,970612,22.6
210613,14.6,060613,8.5,950613,20.8
210614,14.6,020614,7.9,.,21.4
210615,14.5,020615,8.7,950615,20.3
210616,14.5,190616,10.3,970616,21.4
210617,14.5,040617,8.8,970617,23.6
210618,14.5,020618,7.3,970618,21.3
210619,14.3,000619,7.4,970619,20.4
210620,14.4,000620,7.2,970620,21.9
210621,14.1,130621,8.2,150621,20.0
210622,14.2,130622,9.1,970622,20.2
210623,14.5,990623,8.7,000623,20.9
210624,14.1,060624,8.6,970624,20.4
210625,14.3,010625,7.5,930625,19.7
210626,14.4,130626,7.9,170626,22.2
210627,14.1,140627,7.4,980627,19.8
210628,14.2,960628,8.5,990628,20.3
210629,14.0,100629,6.1,930629,19.6
210630,13.8,.,8.2,.,19.4
210701,14.0,960701,8.3,050701,19.7
210702,13.9,960702,7.3,060702,20.4
210703,14.0,960702,8.5,060703,21.4
210704,14.2,990704,8.1,970704,21.1
210705,14.0,990705,7.8,970705,21.7
210706,14.0,120706,7.5,060706,22.7
210707,14.0,940707,6.7,970707,20.0
210708,14.0,940708,8.8,160708,20.8
210709,14.0,960709,8.8,160709,19.8
210710,13.9,000710,8.2,970710,21.4
210711,13.8,000711,7.5,970711,22.6
210712,13.8,000712,7.1,970712,20.0
210713,13.8,000713,8.6,060713,19.9
210714,13.8,990714,8.7,060714,20.4
210715,13.7,920715,8.2,050715,19.2
210716,13.5,090716,7.9,030716,18.9
210717,13.6,050717,7.5,970717,19.6
210718,13.4,.,5.9,060718,20.4
210719,13.6,100719,6.8,060719,20.5
210720,13.8,100720,6.0,060720,20.5
210721,14.0,050721,7.4,010721,20.3
210722,13.8,050722,6.6,020722,19.6
210723,13.5,050723,6.3,160723,18.8
210724,13.6,140724,7.0,970724,19.5
210725,13.5,090725,7.8,970725,19.8
210726,13.6,090726,8.5,970726,19.8
210727,13.6,960727,8.1,970727,20.1
210728,13.5,030728,7.1,970728,20.8
210729,13.5,030729,8.0,970729,20.7
210730,13.7,.,9.2,970730,19.8
210731,13.7,200731,8.3,970731,19.6
210801,13.7,940801,7.0,970801,20.1
210802,13.6,940802,8.3,970802,20.0
210803,13.8,040803,8.3,930803,20.0
210804,13.9,950804,8.6,970804,19.7
210805,13.9,030805,8.6,970805,19.9
210806,14.1,070806,8.9,970806,20.2
210807,14.0,120807,9.8,970807,19.6
210808,14.1,940808,9.2,990808,20.9
210809,13.9,940809,7.8,970809,22.2
210810,14.0,090810,9.7,970810,25.3
210811,14.1,980811,9.4,970811,27.0
210812,14.0,950812,8.4,970812,20.7
210813,14.0,950813,9.7,190813,20.3
210814,14.0,980814,7.0,970814,21.2
210815,13.9,980815,8.3,970815,19.7
210816,14.1,920816,8.8,970816,22.7
210817,13.9,030817,9.3,970817,23.2
210818,14.0,040818,8.0,970818,20.6
210819,13.9,930819,7.8,970819,19.3
210820,13.8,200820,8.6,970820,19.2
210821,13.9,990821,9.5,170821,19.7
210822,14.1,920822,8.9,170822,20.2
210823,14.0,090823,9.2,960823,19.5
210824,14.1,030824,8.4,970824,20.5
210825,14.1,210825,8.7,040825,20.5
210826,14.0,980826,7.3,020826,26.3
210827,14.3,070827,8.5,150827,21.9
210828,14.2,070828,9.3,130828,21.1
210829,14.4,070829,10.4,010829,21.6
210830,14.4,980830,8.9,040830,20.5
210831,14.3,050831,8.1,110831,20.6
210901,14.3,050901,8.3,110901,19.9
210902,14.3,940902,8.6,990902,20.2
210903,14.3,100903,9.0,180903,20.1
210904,14.3,070904,8.8,180904,20.8
210905,14.3,080905,9.5,970905,21.8
210906,14.4,080906,8.5,970906,20.2
210907,14.4,980907,8.4,940907,20.4
210908,14.5,980908,7.5,940908,21.7
210909,14.4,030909,9.3,130909,24.0
210910,14.4,030910,7.1,060910,19.5
210911,14.3,980911,9.9,150911,19.5
210912,14.4,140912,10.0,040912,20.6
210913,14.4,010913,8.6,110913,21.1
210914,14.3,170914,9.0,150914,20.8
210915,14.4,050915,9.6,150915,21.0
210916,14.4,050916,9.6,960916,21.2
210917,14.5,100917,9.5,970917,25.0
210918,14.5,100918,9.8,970918,24.2
210919,14.5,120919,10.1,970919,20.4
210920,14.6,130920,9.0,150920,20.5
210921,14.9,120921,11.0,.,21.1
210922,14.8,990922,10.0,000922,21.1
210923,14.8,070923,10.3,940923,20.4
210924,14.8,070924,11.1,020924,20.9
210925,14.8,050925,9.3,150925,20.8
210926,14.9,040926,10.9,970926,22.1
210927,15.0,070927,11.3,940927,21.2
210928,15.0,090927,11.8,100928,20.0
210929,15.0,980929,9.8,150929,21.0
210930,15.2,010930,9.9,970930,20.3
211001,14.9,991001,11.0,971001,22.0
211002,14.9,171002,10.9,961002,20.7
211003,15.1,071003,10.2,111003,20.6
211004,15.0,101004,9.9,171004,21.1
211005,15.1,971005,12.2,941005,23.6
211006,15.3,011006,11.7,161006,22.1
211007,15.3,211007,11.4,941007,21.0
211008,15.3,011008,11.2,011008,21.1
211009,15.4,971009,11.0,011009,20.7
211010,15.4,141010,11.6,941010,21.3
211011,15.3,951011,10.3,941011,20.3
211012,15.4,051011,12.5,971012,24.1
211013,15.6,961013,10.0,971013,25.7
211014,15.6,101014,10.3,031014,22.9
211015,15.6,111014,11.1,031015,20.8
211016,15.4,181016,10.6,141016,21.1
211017,15.4,111017,10.6,141017,21.1
211018,15.5,.,10.4,151018,21.7
211019,15.5,111018,11.3,971019,20.8
211020,15.7,111020,12.1,971020,20.0
211021,15.6,101021,11.7,031021,21.3
211022,15.9,121022,11.9,991022,21.4
211023,15.8,071023,10.9,011023,21.0
211024,15.9,001024,10.9,971024,20.1
211025,15.9,981025,12.0,141025,21.4
211026,16.0,171026,12.8,931026,22.8
211027,16.1,101027,12.8,161027,20.5
211028,16.1,111028,12.1,961028,21.2
211029,16.2,001029,12.2,091029,22.4
211030,16.3,071030,10.8,091030,22.3
211031,16.3,941031,11.4,991031,22.6
211101,16.3,931101,12.0,091101,23.6
211102,16.3,001102,10.8,941102,23.4
211103,16.5,011103,11.8,941103,21.7
211104,16.5,991104,12.7,161104,22.5
211105,16.5,071105,11.0,921105,21.1
211106,16.6,981106,13.1,981106,20.8
211107,16.7,071107,12.9,931107,22.6
211108,16.8,021108,12.8,971108,21.5
211109,16.8,111109,13.8,971109,21.3
211110,16.8,991110,13.4,971110,22.4
211111,16.8,021111,11.1,921111,22.9
211112,16.8,001112,12.0,081112,21.6
211113,17.0,041113,12.7,081113,21.9
211114,16.9,131114,12.2,081114,21.1
211115,17.1,001115,12.2,081115,21.4
211116,17.0,001116,11.4,971116,21.6
211117,17.0,001117,11.0,131117,21.4
211118,17.1,091118,12.3,921118,24.5
211119,17.2,941119,13.0,191119,22.8
211120,17.4,131120,13.4,961120,22.5
211121,17.2,011121,12.0,191121,22.5
211122,17.5,991122,12.8,191122,23.1
211123,17.6,961123,14.4,951123,21.9
211124,17.6,101124,12.8,971124,23.1
211125,17.6,931125,12.8,961125,23.5
211126,17.8,071126,12.8,031126,23.3
211127,17.6,011127,12.6,031127,22.6
211128,17.6,011128,12.9,031128,22.6
211129,17.7,011129,12.6,971129,22.9
211130,17.8,121130,13.4,971130,22.9
211201,17.7,071201,13.4,971201,22.4
211202,18.0,071202,13.8,971202,23.1
211203,18.0,991203,12.3,121203,23.9
211204,18.0,991204,13.3,131204,23.9
211205,17.9,991205,12.5,921205,23.5
211206,18.0,951206,13.9,971206,23.3
211207,18.0,051207,12.1,971207,23.7
211208,18.1,051208,12.7,971208,24.0
211209,18.1,071209,12.5,971209,25.1
211210,18.2,051210,13.0,971210,25.0
211211,18.1,211211,13.5,971211,24.4
211212,18.3,021212,13.3,971212,24.5
211213,18.6,961213,14.2,971213,25.1
211214,18.5,071214,13.8,041214,24.6
211215,18.6,071215,13.7,041215,25.2
211216,18.5,071216,12.8,971216,25.4
211217,18.8,071217,13.0,971217,25.4
211218,18.8,951218,14.4,011218,27.8
211219,18.8,981219,14.7,971219,24.7
211220,19.0,141220,14.5,001220,24.7
211221,18.9,951221,14.3,971221,25.3
211222,19.0,141222,13.8,971222,25.5
211223,19.1,951223,14.2,941223,25.0
211224,19.1,021224,13.2,971224,24.9
211225,19.2,141225,14.6,971225,25.6
211226,19.3,961226,14.0,971226,25.7
211227,19.4,121227,13.3,971227,25.6
211228,19.4,031228,14.2,971228,25.9
211229,19.4,121229,14.1,971229,25.5
211230,19.6,141230,14.3,961230,25.2
211231,19.6,021231,14.0,061231,26.3
220101,19.7,130101,14.9,070101,27.7
220102,19.6,030102,14.9,070102,25.0
220103,19.8,970103,15.0,980103,25.1
220104,19.7,930104,15.0,980104,25.5
220105,19.9,030105,14.8,170105,26.8
220106,20.0,940106,15.0,200106,27.5
220107,19.9,130107,14.6,980107,27.9
220108,20.0,130108,14.7,140108,27.2
220109,20.0,110109,14.9,140109,26.5
220110,20.0,960110,14.5,950110,25.9
220111,19.9,110111,15.0,050111,26.7
220112,20.0,950112,15.0,980112,26.0
220113,20.0,120113,15.1,950113,26.6
220114,20.1,990114,14.7,980114,26.1
220115,20.3,120115,15.0,980115,26.3
220116,20.4,120116,14.7,170116,26.8
220117,20.5,120117,15.3,980117,31.8
220118,20.4,990118,14.0,080118,27.4
220119,20.4,990119,14.7,170119,28.6
220120,20.4,110120,14.5,170120,27.7
220121,20.4,990121,14.7,170121,30.3
220122,20.4,960122,15.3,170122,28.3
220123,20.3,090123,15.6,170123,28.4
220124,20.4,020124,13.6,200124,28.3
220125,20.3,090125,15.3,170125,26.1
220126,20.3,020126,14.8,170126,29.3
220127,20.2,220127,15.1,170127,27.5
220128,20.5,070128,15.1,190128,27.2
220129,20.7,070129,14.7,030129,27.3
220130,20.5,970130,15.2,030130,28.2
220131,20.3,050131,13.8,160131,26.4
220201,20.4,050201,12.9,170201,27.0
220202,20.3,050202,12.9,170202,27.6
220203,20.2,050203,14.5,980203,26.0
220204,20.3,050204,14.0,980204,26.0
220205,20.3,970205,14.9,130205,26.0
220206,20.4,120206,14.7,130206,25.9
220207,20.2,050207,14.2,190207,25.6
220208,20.1,050208,14.5,130208,26.1
220209,20.1,000209,14.8,980209,26.8
220210,20.3,.,14.7,980210,26.7
220211,20.2,000211,15.1,120211,25.6
220212,20.1,220212,15.3,120212,27.5
220213,20.2,000213,15.0,010213,25.0
220214,20.2,050214,14.6,060214,26.8
220215,20.2,960215,14.7,060215,26.1
220216,20.2,960216,15.2,100216,25.6
220217,20.0,050217,14.9,010217,25.1
220218,20.1,000218,14.7,090218,25.7
220219,20.0,000219,14.9,150219,29.1
220220,20.1,130220,15.2,980220,25.6
220221,20.1,130221,14.3,980221,27.7
220222,20.0,070222,15.1,160222,28.0
220223,20.0,070223,14.9,170223,27.6
220224,20.0,120224,14.4,170224,27.0
220225,20.0,950225,14.4,170225,27.0
220226,20.0,080226,14.5,170226,27.6
220227,19.9,080227,14.1,170227,27.1
220228,19.8,950228,13.8,170228,25.8
220229,19.3,960229,14.9,160229,24.7
220301,19.6,950301,14.4,980301,25.2
220302,19.6,000302,14.4,970302,26.2
220303,19.7,000303,13.5,.,30.6
220304,19.8,000304,13.6,970304,27.9
220305,19.7,140305,14.0,970305,26.2
220306,19.7,070306,14.9,050306,25.4
220307,19.6,090307,14.7,010307,25.9
220308,19.5,070308,14.6,080308,24.8
220309,19.5,100309,14.7,000309,25.6
220310,19.4,070310,14.5,140310,24.6
220311,19.3,220311,14.9,200311,24.6
220312,19.4,080312,14.4,150312,25.6
220313,19.3,080313,13.9,990313,25.8
220314,19.1,080314,14.0,020314,25.0
220315,19.1,040315,13.5,980315,27.3
220316,19.1,050316,13.7,980316,25.4
220317,19.0,040317,13.4,150317,24.2
220318,19.0,940318,14.4,090318,24.8
220319,19.0,130319,13.5,970319,24.5
220320,18.8,080320,13.9,970320,24.0
220321,18.8,130321,13.9,150321,26.0
220322,18.6,180322,13.3,150322,24.1
220323,18.6,180323,13.7,150323,26.5
220324,18.6,220324,13.0,150324,26.6
220325,18.5,220325,12.6,980325,23.0
220326,18.4,060326,13.6,090326,23.9
220327,18.5,050327,13.2,040327,25.9
220328,18.2,060328,13.1,040328,23.6
220329,18.3,210329,13.2,000329,24.2
220330,18.2,070330,13.2,140330,26.1
220331,18.2,030331,13.0,100331,25.4
220401,18.3,220401,12.6,160401,23.8
220402,18.2,220402,12.7,200402,23.6
220403,18.1,030403,12.2,980403,23.6
220404,17.8,130404,11.9,980404,23.8
220405,17.7,030405,11.8,160405,23.6
220406,17.7,000406,12.3,970406,23.2
220407,17.7,000407,12.3,980407,24.8
220408,17.7,030408,10.0,980408,23.7
220409,17.7,000409,11.1,120409,27.7
220410,17.7,060410,11.5,120410,25.7
220411,17.4,060411,11.5,160411,23.3
220412,17.3,080412,10.9,000412,26.1
220413,17.4,050413,11.0,000413,28.3
220414,17.3,060414,11.4,000414,24.4
220415,17.2,130415,11.3,040415,22.6
220416,17.1,220416,11.0,150416,22.3
220417,17.0,220417,11.2,170417,22.6
220418,17.1,030418,11.5,930418,23.4
220419,17.1,030419,11.2,090419,23.6
220420,16.8,020420,11.4,120420,22.6
220421,16.7,080421,10.9,.,21.8
220422,16.7,000422,11.4,090422,22.8
220423,16.7,080423,11.2,060423,23.2
220424,16.9,130424,11.0,050424,24.7
220425,16.7,130425,11.3,050425,23.9
220426,16.3,960426,11.1,150426,21.4
220427,16.4,130427,10.9,930427,21.5
220428,16.2,960428,10.7,180428,23.7
220429,16.5,100429,10.6,970429,23.4
220430,16.3,010430,9.8,160430,22.5
220501,16.2,010501,9.6,100501,24.1
220502,16.1,010502,9.5,970502,22.1
220503,16.2,080503,8.7,970503,24.2
220504,16.3,080504,9.9,940504,23.3
220505,16.3,080505,11.2,010505,23.9
220506,16.3,000506,10.6,.,23.0
220507,16.3,120507,11.2,970507,26.7
220508,16.0,990508,10.6,970508,22.3
220509,15.9,070509,9.0,140509,21.8
220510,15.8,070510,7.9,170510,25.8
220511,15.9,010511,9.5,170511,25.0
220512,15.9,010512,8.6,170512,27.9
220513,16.0,070513,9.2,020513,22.4
220514,15.9,010514,9.3,000514,23.9
220515,15.7,930515,9.9,970515,22.3
220516,15.6,040516,9.1,970516,22.0
220517,15.5,040517,9.9,970517,21.2
220518,15.5,080518,9.2,970518,21.8
220519,15.6,070519,9.4,.,27.0
220520,15.5,000520,9.9,010520,22.4
220521,15.0,000521,9.5,970521,19.9
220522,15.0,000522,9.0,970522,22.2
220523,15.1,190523,9.5,970523,24.1
220524,15.1,040524,9.2,970524,21.1
220525,15.2,070525,9.4,020525,28.6
220526,15.2,040526,8.1,020526,25.7
220527,15.1,990527,9.0,190527,21.0
220528,15.1,080528,9.5,970528,22.6
220529,15.1,040529,8.2,200529,23.1
220530,15.1,070530,8.9,200530,21.9
220531,14.9,080531,8.3,970531,20.9
220601,14.8,090601,9.1,990601,20.5
220602,14.8,080602,9.1,160602,23.8
220603,14.9,220603,8.5,000603,22.0
220604,14.8,030604,9.5,970604,22.1
220605,14.7,040605,8.1,970605,20.7
220606,14.6,200605,9.5,970606,20.1
220607,14.6,040607,9.3,970607,21.0
220608,14.4,040608,7.7,970608,21.2
220609,14.3,140609,7.6,970609,21.3
220610,14.6,990610,8.8,970610,23.5
220611,14.7,140611,8.5,970611,20.7
220612,14.6,990612,8.9,970612,22.6
220613,14.5,060613,8.5,950613,20.8
220614,14.6,020614,7.9,.,21.4
220615,14.5,020615,8.7,950615,20.3
220616,14.5,190616,10.3,970616,21.4
220617,14.4,220617,8.6,970617,23.6
220618,14.5,020618,7.3,970618,21.3
220619,14.2,000619,7.4,970619,20.4
220620,14.3,000620,7.2,970620,21.9
220621,14.1,130621,8.2,150621,20.0
220622,14.2,130622,9.1,970622,20.2
220623,14.4,990623,8.7,000623,20.9
220624,14.1,060624,8.6,970624,20.4
220625,14.3,010625,7.5,930625,19.7
220626,14.4,130626,7.9,170626,22.2
220627,14.1,140627,7.4,980627,19.8
220628,14.2,960628,8.5,990628,20.3
220629,14.0,100629,6.1,930629,19.6
